geolocation_zip_code_prefix,lat,lng,city,state
01320,-23.557988467251413,-46.6394029836257,sao paulo,SP
01321,-23.56007143297361,-46.64199118013155,sao paulo,SP
01322,-23.563202542327883,-46.64361435553123,sao paulo,SP
01323,-23.56360092810872,-46.64129065751052,sao paulo,SP
01324,-23.55693987829649,-46.643089815607695,sao paulo,SP
01325,-23.556901105306665,-46.64450620399332,sao paulo,SP
01326,-23.55621873105777,-46.64535495351719,sao paulo,SP
01327,-23.56536329669916,-46.645102225373606,sao paulo,SP
01328,-23.555755445467103,-46.64730274132955,sao paulo,SP
01329,-23.561519757285474,-46.64716151276761,sao paulo,SP
01330,-23.55891445628714,-46.64968040175425,sao paulo,SP
01331,-23.562336279762278,-46.650574797247415,sao paulo,SP
01332,-23.560167368443068,-46.65278620573888,sao paulo,SP
01333,-23.56624089647413,-46.64680378183976,sao paulo,SP
01401,-23.57558418959747,-46.657424253230246,sao paulo,SP
01402,-23.580499261930893,-46.66393793557763,sao paulo,SP
01403,-23.569223343052077,-46.65381740875125,sao paulo,SP
01404,-23.56909151276761,-46.6563122208581,sao paulo,SP
01405,-23.56530706549716,-46.655372336661095,sao paulo,SP
01406,-23.576796016778324,-46.67132872287777,sao paulo,SP
01407,-23.57720147100233,-46.67240236372555,sao paulo,SP
01408,-23.56736351872589,-46.66138347114656,sao paulo,SP
01409,-23.56327231112588,-46.65957123411617,sao paulo,SP
01410,-23.564307733331432,-46.662598505946995,sao paulo,SP
01411,-23.56517678559066,-46.66455690993422,sao paulo,SP
01412,-23.564173369409684,-46.66657234347044,sao paulo,SP
01413,-23.56260966333889,-46.66485242485141,sao paulo,SP
01414,-23.56074275575626,-46.664693795314165,sao paulo,SP
01415,-23.55776375532265,-46.66322222804168,sao paulo,SP
01416,-23.560363529834397,-46.66793010214089,sao paulo,SP
01417,-23.561627463644733,-46.66618274278662,sao paulo,SP
01418,-23.569709411818376,-46.648470652864766,sao paulo,SP
01419,-23.56282595495371,-46.65755343720977,sao paulo,SP
01420,-23.56499351637429,-46.65618375360667,sao paulo,SP
01421,-23.56261646891052,-46.66103599805243,sao paulo,SP
01422,-23.563858500000002,-46.66114575,sao paulo,SP
01423,-23.56967731959432,-46.65695299471987,sao paulo,SP
01424,-23.56725221732353,-46.66219062184773,sao paulo,SP
01425,-23.572825376623047,-46.65918149999999,sao paulo,SP
01426,-23.566118306826713,-46.66632326713889,sao paulo,SP
01427,-23.572884143487823,-46.66178345905711,sao paulo,SP
01428,-23.574264066882154,-46.66186049278664,sao paulo,SP
01429,-23.577180286427375,-46.66307398459231,sao paulo,SP
01430,-23.57471529280402,-46.66616127309717,sao paulo,SP
01431,-23.575940239944558,-46.66520148050951,sao paulo,SP
01432,-23.576839769216363,-46.665836154379974,sao paulo,SP
01433,-23.577661519562607,-46.66914370858096,sao paulo,SP
01434,-23.5763167374344,-46.671132211899184,sao paulo,SP
01435,-23.579193666945567,-46.67028460851754,sao paulo,SP
01436,-23.57249501637429,-46.667432996393316,sao paulo,SP
01437,-23.572404732731197,-46.6720207076,sao paulo,SP
01438,-23.570325577009708,-46.672791594927546,sao paulo,SP
01439,-23.565875311962603,-46.673390660294785,sao paulo,SP
01440,-23.568515978908177,-46.67932001664842,sao paulo,SP
01441,-23.575656697760916,-46.68951882930351,sao paulo,SP
01442,-23.566335800161607,-46.67741349293088,sao paulo,SP
01443,-23.56804114765709,-46.68466612063438,sao paulo,SP
01444,-23.571536165416365,-46.68422691257428,sao paulo,SP
01445,-23.573046536355264,-46.688158081943584,sao paulo,SP
01446,-23.575398783931544,-46.67571042477932,sao paulo,SP
01447,-23.572516547319537,-46.678703958035754,sao paulo,SP
01448,-23.578645897729203,-46.67874359471118,sao paulo,SP
01449,-23.576433485977308,-46.68008071051419,sao paulo,SP
01450,-23.575685233827727,-46.68536834110451,sao paulo,SP
01451,-23.575806528144295,-46.68800460308976,sao paulo,SP
01452,-23.577007772823045,-46.68694213966481,sao paulo,SP
01453,-23.584149504373823,-46.68632866457965,sao paulo,SP
01454,-23.58288498723239,-46.687739115528885,sao paulo,SP
01455,-23.580599673843892,-46.691725793092466,sao paulo,SP
01456,-23.57687407660567,-46.69072859088816,sao paulo,SP
01457,-23.574517884399,-46.69256810844543,sao paulo,SP
01472,-23.57054369248079,-46.69129667943905,sao paulo,SP
01489,-23.57664998889148,-46.68740004775216,sao paulo,SP
01501,-23.55259161587513,-46.63539411226844,sao paulo,SP
01502,-23.55467350531036,-46.63552025265517,sao paulo,SP
01503,-23.55914350672259,-46.637529163525556,sao paulo,SP
01504,-23.56571158312654,-46.63949714640491,sao paulo,SP
01505,-23.555379489035733,-46.63148190452421,sao paulo,SP
01506,-23.558955040106177,-46.6349971298257,sao paulo,SP
01507,-23.558201539269447,-46.63156525118297,sao paulo,SP
01508,-23.561530805989985,-46.63649401442673,sao paulo,SP
01509,-23.567492996393316,-46.63556091874892,sao paulo,SP
01510,-23.55619865667379,-46.63379843519533,sao paulo,SP
01511,-23.561663411463442,-46.63286256715628,sao paulo,SP
01512,-23.55364676353222,-46.6293574797449,sao paulo,SP
01513,-23.556917567300506,-46.631952301070456,sao paulo,SP
01514,-23.554591564804674,-46.62897928642738,sao paulo,SP
01516,-23.558968382465764,-46.61524563170116,sao paulo,SP
01517,-23.559822744373633,-46.62444391479598,sao paulo,SP
01518,-23.56002189647413,-46.62372149945175,sao paulo,SP
01519,-23.56116864723873,-46.62504673751977,sao paulo,SP
01520,-23.55951223868948,-46.619704147512856,sao paulo,SP
01521,-23.561234853727886,-46.61911619789082,sao paulo,SP
01522,-23.560382023025063,-46.61672529690118,sao paulo,SP
01523,-23.564275648623713,-46.616431759160946,sao paulo,SP
01524,-23.5670455434244,-46.61643132667778,sao paulo,SP
01525,-23.5644255,-46.6343927627676,sao paulo,SP
01526,-23.564800456287145,-46.63101585804138,sao paulo,SP
01527,-23.56261834888046,-46.6281470299065,sao paulo,SP
01528,-23.56463656036128,-46.62638336234056,sao paulo,SP
01529,-23.569012755337905,-46.63502254792197,sao paulo,SP
01530,-23.56937863967918,-46.6289834485833,sao paulo,SP
01531,-23.571322952536228,-46.632605872468105,sao paulo,SP
01532,-23.571848630027716,-46.635572268798,sao paulo,SP
01533,-23.571333701915854,-46.63821662335681,sao paulo,SP
01534,-23.569415455450414,-46.62646546794392,sao paulo,SP
01535,-23.5720485,-46.625396733625706,sao paulo,SP
01536,-23.56938483014024,-46.62349130780766,sao paulo,SP
01537,-23.568655017903495,-46.62191635622372,sao paulo,SP
01538,-23.580310185610458,-46.62454658511668,sao paulo,SP
01539,-23.57145328462404,-46.62043709727914,sao paulo,SP
01540,-23.565326857060438,-46.62166552914189,sao paulo,SP
01541,-23.568951143213692,-46.61872564699074,sao paulo,SP
01542,-23.5710261515379,-46.62452944102369,sao paulo,SP
01543,-23.57546307744239,-46.621878521928544,sao paulo,SP
01544,-23.57696747100232,-46.621427758575464,sao paulo,SP
01545,-23.58112435053957,-46.6178758329102,sao paulo,SP
01546,-23.579629020271604,-46.62254825701134,sao paulo,SP
01547,-23.58268123282691,-46.6207750896474,sao paulo,SP
01548,-23.577402112374948,-46.613595493897485,sao paulo,SP
01549,-23.5767529301492,-46.61602717568815,sao paulo,SP
01550,-23.573826325004344,-46.61619317048014,sao paulo,SP
01551,-23.57301613707168,-46.612268004169266,sao paulo,SP
01552,-23.57125964834958,-46.611077116045266,sao paulo,SP
01553,-23.57430307573513,-46.60925096788949,sao paulo,SP
02009,-23.515799103830265,-46.64113909097136,sao paulo,SP
02010,-23.50847649708581,-46.626203296421,sao paulo,SP
02011,-23.506663573273112,-46.62630185194151,sao paulo,SP
02012,-23.51109264089241,-46.628196108041486,sao paulo,SP
02013,-23.50220016541636,-46.63382294171621,sao paulo,SP
02016,-23.50118934143159,-46.62731293450283,sao paulo,SP
02017,-23.500345832807515,-46.63584851276761,sao paulo,SP
02018,-23.494940326078314,-46.63001770756552,sao paulo,SP
02019,-23.498279999999994,-46.62992828351318,sao paulo,SP
02020,-23.496668848936185,-46.63270157473022,sao paulo,SP
02021,-23.4982530313636,-46.635389748542906,sao paulo,SP
02022,-23.50374974119964,-46.638283360032844,sao paulo,SP
02028,-23.50801347996321,-46.617514281709845,sao paulo,SP
02029,-23.50948807391458,-46.61717565790841,sao paulo,SP
02030,-23.504398054538573,-46.624627022882166,sao paulo,SP
02031,-23.5119253979115,-46.6253165150725,sao paulo,SP
02032,-23.5107769477988,-46.623923552201184,sao paulo,SP
02033,-23.49922640383171,-46.61195530460501,sao paulo,SP
02034,-23.504230989242487,-46.62366648166072,sao paulo,SP
02035,-23.495812658621357,-46.62243722641233,sao paulo,SP
02036,-23.50111405197791,-46.62057576609156,sao paulo,SP
02037,-23.49990752207277,-46.62052079516994,sao paulo,SP
02038,-23.49654409082877,-46.6233534590571,sao paulo,SP
02039,-23.4928229440656,-46.62184729447745,sao paulo,SP
02040,-23.48979697384436,-46.622021897441336,sao paulo,SP
02041,-23.489789369553915,-46.6205256589676,sao paulo,SP
02042,-23.495568756481344,-46.615384692413315,sao paulo,SP
02043,-23.490150706853875,-46.617224474492815,sao paulo,SP
02044,-23.49568082347514,-46.61887747807146,sao paulo,SP
02045,-23.49648957195567,-46.616537951641725,sao paulo,SP
02046,-23.49175122814357,-46.61206239853709,sao paulo,SP
02047,-23.51759267512555,-46.61726286101337,sao paulo,SP
02049,-23.514166590335094,-46.61736559414439,sao paulo,SP
02050,-23.517227425341893,-46.61178187155927,sao paulo,SP
02051,-23.512218239107845,-46.608722793294504,sao paulo,SP
02052,-23.51152876519133,-46.607128170840696,sao paulo,SP
02053,-23.51562097807146,-46.60419862406944,sao paulo,SP
02054,-23.517797808197223,-46.607091647382944,sao paulo,SP
02055,-23.514760152922882,-46.605133765061424,sao paulo,SP
02056,-23.511841208436728,-46.604098762767606,sao paulo,SP
02060,-23.51924218153495,-46.60369615390382,sao paulo,SP
02064,-23.517545532056094,-46.597683771308155,sao paulo,SP
02065,-23.50808200555425,-46.60565384318197,sao paulo,SP
02066,-23.508614137111174,-46.60715540285076,sao paulo,SP
02067,-23.50727127200065,-46.60216227254893,sao paulo,SP
02068,-23.503930920624363,-46.61212479302037,sao paulo,SP
02069,-23.505765752567946,-46.61405423473656,sao paulo,SP
02071,-23.50438331763271,-46.6071977412335,sao paulo,SP
02072,-23.499943236146514,-46.60380223972821,sao paulo,SP
02073,-23.501797407438396,-46.60748711851517,sao paulo,SP
02074,-23.50406647654225,-46.603369472791336,sao paulo,SP
02075,-23.50338156425642,-46.601336530526886,sao paulo,SP
02076,-23.504635372468115,-46.59911076395058,sao paulo,SP
02077,-23.5024332536788,-46.59717644532287,sao paulo,SP
02078,-23.501659521091824,-46.595179920133894,sao paulo,SP
02079,-23.49917310574757,-46.60564683860867,sao paulo,SP
02080,-23.497612575350594,-46.60588084975389,sao paulo,SP
02081,-23.496102481822373,-46.604177104218365,sao paulo,SP
02082,-23.494657730913538,-46.60615902921401,sao paulo,SP
02083,-23.494540505135884,-46.59757457729816,sao paulo,SP
02084,-23.4976454521322,-46.59971225007211,sao paulo,SP
02085,-23.4974436813723,-46.61260908702167,sao paulo,SP
02088,-23.50424025971884,-46.620742066583865,sao paulo,SP
02089,-23.51709448459233,-46.616673100755904,sao paulo,SP
02110,-23.5195443215627,-46.59546795314695,sao paulo,SP
02111,-23.5183410334193,-46.59321355842802,sao paulo,SP
02112,-23.5204986615046,-46.59288975507511,sao paulo,SP
02113,-23.521472240379,-46.59210677579548,sao paulo,SP
02114,-23.522304951447364,-46.59107227123623,sao paulo,SP
02115,-23.526734077900013,-46.59141146390665,sao paulo,SP
02116,-23.519401951987973,-46.5848802611663,sao paulo,SP
02117,-23.51986048043739,-46.59364611434592,sao paulo,SP
02118,-23.515497740280345,-46.59273475478528,sao paulo,SP
02119,-23.513443371815992,-46.592924681506375,sao paulo,SP
02120,-23.51082421925677,-46.594217747359366,sao paulo,SP
02121,-23.51194034471118,-46.5895177492354,sao paulo,SP
02122,-23.512150822959867,-46.58364351012754,sao paulo,SP
02123,-23.51199048362571,-46.57941012343474,sao paulo,SP
02124,-23.505933514715178,-46.577100970583956,sao paulo,SP
02125,-23.510176637803664,-46.58742229961336,sao paulo,SP
02126,-23.5072543254227,-46.59169652415024,sao paulo,SP
02127,-23.502743727999345,-46.58861286663972,sao paulo,SP
02128,-23.505190098115854,-46.59427113509149,sao paulo,SP
02129,-23.5039587328611,-46.588758508814685,sao paulo,SP
02130,-23.50829563780367,-46.58355344199031,sao paulo,SP
02131,-23.50407884984708,-46.58270475437129,sao paulo,SP
02132,-23.50140196280802,-46.57731480697093,sao paulo,SP
02133,-23.4992505858965,-46.5848862901783,sao paulo,SP
02134,-23.49918202192854,-46.57851628899533,sao paulo,SP
02135,-23.498762554811556,-46.5880495441312,sao paulo,SP
02136,-23.49792622370017,-46.582767719324536,sao paulo,SP
02137,-23.49789338663504,-46.57642462920533,sao paulo,SP
02138,-23.494527602415026,-46.57459130966878,sao paulo,SP
02139,-23.490544054677123,-46.573733800781994,sao paulo,SP
02141,-23.489125655104345,-46.57108695974959,sao paulo,SP
02142,-23.5100047784509,-46.577215288649086,sao paulo,SP
02143,-23.506624519014345,-46.57504687024641,sao paulo,SP
02144,-23.502871592561604,-46.57083605675562,sao paulo,SP
02145,-23.502141881153726,-46.56601770663338,sao paulo,SP
02146,-23.50095702331352,-46.57088226395057,sao paulo,SP
02147,-23.498361926574916,-46.565166700263546,sao paulo,SP
02150,-23.49355183055859,-46.568382003606686,sao paulo,SP
02151,-23.497048047463764,-46.569506953719184,sao paulo,SP
02152,-23.49804561226844,-46.57257691938361,sao paulo,SP
02161,-23.490048719401003,-46.5690870940908,sao paulo,SP
02162,-23.49075967749149,-46.562822284696146,sao paulo,SP
02166,-23.525060091869104,-46.584156027756926,sao paulo,SP
02167,-23.5223260539199,-46.58125879010149,sao paulo,SP
02168,-23.520101007457864,-46.57970414962962,sao paulo,SP
02169,-23.5210511286962,-46.578652423120204,sao paulo,SP
02170,-23.52538107651903,-46.57625613979502,sao paulo,SP
02174,-23.522916351462285,-46.57263334297996,sao paulo,SP
02175,-23.515196383294477,-46.57453612822437,sao paulo,SP
02176,-23.5131705992267,-46.57298967860234,sao paulo,SP
02177,-23.511506887875782,-46.56917911601936,sao paulo,SP
02178,-23.52152283679088,-46.5705920111085,sao paulo,SP
02179,-23.522457410352587,-46.56816730078198,sao paulo,SP
02180,-23.51900652844941,-46.56584148225507,sao paulo,SP
02181,-23.519734707479067,-46.5633667924,sao paulo,SP
02185,-23.516428316522692,-46.56783702719433,sao paulo,SP
02186,-23.514282199001663,-46.56985270191586,sao paulo,SP
02187,-23.51561780941832,-46.56479444504872,sao paulo,SP
02188,-23.510133953098823,-46.5666304632985,sao paulo,SP
02189,-23.507990999999997,-46.56770190632754,sao paulo,SP
02190,-23.5073682192535,-46.56413015590919,sao paulo,SP
02201,-23.48496454763939,-46.59166025540885,sao paulo,SP
02202,-23.492819497996617,-46.59477393228112,sao paulo,SP
02203,-23.49192999194992,-46.59192470927345,sao paulo,SP
02204,-23.48636752553523,-46.59139125,sao paulo,SP
02205,-23.48795662254023,-46.5904954671793,sao paulo,SP
02206,-23.484020060231373,-46.59571066299265,sao paulo,SP
02207,-23.485869985284825,-46.58770552761269,sao paulo,SP
02208,-23.48276533055859,-46.587928798228376,sao paulo,SP
02209,-23.485064826913263,-46.582881366042514,sao paulo,SP
02210,-23.48315244601536,-46.58263013488948,sao paulo,SP
02211,-23.497402861503843,-46.593727543712845,sao paulo,SP
02212,-23.495191386346573,-46.58915327032722,sao paulo,SP
02213,-23.49677497293556,-46.58814172085809,sao paulo,SP
02214,-23.493127144381795,-46.58716875464542,sao paulo,SP
02215,-23.491089052455425,-46.58363230974089,sao paulo,SP
02216,-23.49338475437128,-46.57900148987243,sao paulo,SP
02217,-23.49047833596862,-46.580877,sao paulo,SP
02218,-23.487101324585986,-46.584595579721864,sao paulo,SP
02219,-23.491480138496158,-46.58685766763806,sao paulo,SP
02220,-23.490426556898825,-46.57900668665242,sao paulo,SP
02221,-23.482843538302824,-46.580572443173295,sao paulo,SP
02222,-23.482066085766604,-46.57742509942871,sao paulo,SP
02223,-23.480141269778954,-46.57840726721101,sao paulo,SP
02224,-23.484489379969936,-46.574655307519215,sao paulo,SP
02225,-23.48234428462404,-46.57492594900167,sao paulo,SP
02226,-23.479733330807,-46.57438542270183,sao paulo,SP
02227,-23.478457641410344,-46.57239052400602,sao paulo,SP
02228,-23.475019190951585,-46.5716534716948,sao paulo,SP
02229,-23.47712544240868,-46.56863766915576,sao paulo,SP
02230,-23.483689241136958,-46.563375630446075,sao paulo,SP
02231,-23.47544032584106,-46.56548855037794,sao paulo,SP
02232,-23.47504882070517,-46.56415992423104,sao paulo,SP
02233,-23.477853483625708,-46.56431704190952,sao paulo,SP
02234,-23.478614109354258,-46.57008557292687,sao paulo,SP
02235,-23.47877965522789,-46.57752700061735,sao paulo,SP
02236,-23.472588111575952,-46.56836591548847,sao paulo,SP
02237,-23.46531197335392,-46.57086847171908,sao paulo,SP
02238,-23.47070333186535,-46.569348720119535,sao paulo,SP
02239,-23.484480495152567,-46.6090051298257,sao paulo,SP
02240,-23.47891339355994,-46.60296099861503,sao paulo,SP
02241,-23.490518793784968,-46.60742305591787,sao paulo,SP
02242,-23.487175523288485,-46.606133062009505,sao paulo,SP
02243,-23.491321234938567,-46.60333327553522,sao paulo,SP
